segment_hash	segment
b21d8f417f0a3aa3c17893445e042d65	In the past few decades there have been significant breakthroughs in minimizing and even recycling nuclear waste
8648e9f41020498b9baa0b1dd02f713a	Uranium that is used for continues to emit radiation long after it has been used up posing dangers to any community close to the nuclear plants
246f3a546c6a7af3c60317caaeafd367	the international community expresses doubts about their willingness and ability to minimize nuclear threats
422814a13bf3ba4a0970e648fbe54e40	Nuclear power plants routinely release small amounts of radioactive isotopes during operation and they can release large amounts during accidents
36dfc2117e6f858439681866dd6c91ec	questions of the waste problem so far unsolved, safety of Nuclear Reactors is not guaranteed to the extent that they are inherently safe
d482bf2b9b9b5e7f8c0917ff5657aa3f	in addition to the exhaustion of fossil fuels, there is another major global challenge in the energy sector - the sharp increase in global demand for energy
ccffc7cf5b6f0d68bc8bc73449bcff24	Nuclear power can reduce our dependence on foreign sources of energy
b4949224b20073437293279b2e588bb9	reduce the emissions that come from burning fossil fuels
52ab29b9bcc0ccc0e5fdbe67f1d431b7	If nuclear development is stifled, the price of these things will hit the floor, and people will start looking for high-prices in other industries.such as weapons
00010310e0722793da43c37252c3138c	Many other sources of energy such as solar and windy as well as biofuels power are possibly potential to exploit
fb79e6f49697e918bfac674acee2763c	the substantial environmental benefits offered by nuclear energy
489a0a3212af2e0767a8b1c4a419e97b	new technological advances and new reactor designs have both reduced the likelihood of accidents and bolstered our ability to deal with any that do occur
cc0e4899c21fff7f9b061265e98735d1	an energy source so powerful that it is able to meet bulk-energy demands
b5d8d9f5f56c1707233ae024dcd261bd	construction costs of up to $4400 per kilowatt-hour
24771cb2fbbd14f97323e7ecaa88f046	they are extremely expensive to build-almost 9 billion dollars for a 2000 megawatt hour plant
7325cc5bd25874aa1d5b8ff31d6d738c	Electricity from nuclear power would cost at least twice as much than today if operator companies of nuclear power plants were to insure the plants for the real risks
8a5352f10c40335d2f92f3b7f80bdee4	the risk of getting cancer is significantly increasing for small children growing up in the neighborhood of a nuclear power station
0953197160d68bc13a9035e691043415	The Japanese government has embraced nuclear power as an attractive domestic-based energy source, which is less vulnerable to disruption than oil imports
83a7bced3c6cb8971779e3cdaaca840a	continued storage of UNF without a decision to recycle is not a solution to the problem of nuclear waste disposal
02dfc30e93791509737e1c61c3bd8bbe	the rain provides an additional mechanism naturally replenishing our nuclear fuel supply
f876817cbdd646d92db1df7ea079e36a	Nuclear energy is a mature technology which can play an expanded role in meeting the growing demand for electricity in a safe and secure manner without contributing to global warming
81529da6b3d3f906e5bcbf56e418f213	Nuclear energies can lead to many harmful effects to the human beings and society
54b9bbadf9621a4202af2ff52f070e4a	higher prices and tightened supply have some nations, such as China, experiencing power shortages
45b6734735367e3c29b9638d12fb3a14	tax provisions, which are likely to include billions in tax breaks for the nuclear industry
06dc63d4a26d4774956a7f60d270a1fd	it will take up to 19 years to set up a plant, compared to two to five years for solar energy
242899d69646016e7afbe4be10021a53	the accident caused no direct radiation-induced casualties, it raised concerns over the safety of NPPs
86705f09f9f2337522c9714138048839	East of Japan was struck by a huge earthquake followed by a major tsunami and a series of accidents that took place at the nuclear power site at Fukushima
3ab51d39abe88d3f7828b905947b619b	Sometimes the plant leaks these radioactive wastes into the environment
dd2e25f3e50ee9e8dba2fb2717fd5f04	Wind and solar problem also face the problem of inconsistency
d0fb5105e1f9550831ed0234ae0d8e92	the technology to store power from those sources isn't available yet
4d745cb7f794a4661abfd7c0db5bd29a	nuclear power reactors generate the fissile materials enriched to fuel nuclear bombs and inevitably create the risk of nuclear weapons development
88ad7422b00f6de024642d4f8cb13eb9	nuclear energy provides over 64% of the nation's carbon-free energy
83fcf0d0e357884fcf9920b7081d093f	the country's hydro power plants, thermal and renewable energy sources would not be enough to address the country's needs
c05062dde8ddef4a4262777cf8094333	Advanced reactor systems that are passively safe, more efficient, and demonstrably cost effective are essential to the wider public acceptance of the nuclear role
fb4712ea9ea4672f27662eb51cba2fd6	one third sees nuclear energy more as an advantageous source of energy than a risk
420b377a042f674958d575e89d0fc768	nuclear energy is one of the clean ways to produce energy
f1f9cfba13005ae6102892a60483c9ed	even if just a small amount of unstable uranium or plutonium is used, a bomb would explode
0c3dc2edc6744044a66f45d3675f3f18	Nuclear energy is the only source of energy that can and should replace fossil fuels whenever possible
abe20e3aa89c10d312cdd9db8320e7df	spent radioactive fuel can be reprocessed to recover fissile and fertile materials thereby providing fresh fuel for plants
02263a9b58523af3c248a94fae664cb0	Large amounts of electricity can be generated in a relatively small space with less land, since the nuclear fuel energy density is millions of times higher than fossil fuels
4a7918ef498c3849a62090c5287b5a59	radiation can also spread in the air and can be deposited on people, plants, animals, and soil
beacdf773040daa0718f7520378921d2	the relatively low CO2 emission of nuclear power compared to fossil fuels coal, oil and natural gas
c8157c398e7631f816ea77099e7aeda0	A terrorist strike on a nuclear facility could be devastating
f2d5d3713ff6e78f40dc48b222b62222	The precarious situation has revived fears about nuclear power
53be25d4c266228c249f1553e2d2fecb	the problems of nuclear waste, safety and proliferation still remain to be solved
1c2a101d4ea30f1a820d99abb0a12ee5	of the jobs it creates, the energy security it provides, and its role in reducing air pollution and greenhouse gases
8400da9720a2c05beea88f54226ffe4f	This concept could potentially satisfy various energy demands and improve reliability, robustness and resilience for the entire system as a whole
5918d99f7adcccc52d99fc349585b0a8	The more nuclear power plants (and nuclear waste storage shelters) are built, the higher is the probability of a disastrous failure somewhere in the world
07091c2d45e3ca39c0474f21100408e3	it is the source of many further problems
508c7d04a4a09c6ca03bb484af7091e6	nuclear energy is the only non-greenhouse gas-emitting power source that can effectively replace fossil fuels and satisfy growing demand for energy
a2d5d44b084835d0fe6bffcca2d364d9	When a nuclear chain is uncontrolled it overheats, causes damage to the reactor and radioactivity may spill into the environment
df0957cb8529cfa060a975b6c58a8759	public desires energy that is clean, safe, and affordable and nuclear energy can meet all of these criteria
ca6d2cad5e4da9053a59d06a3ffa8ca4	nuclear energy does have some pros like cheaper cost of energy and environmentally safe
1d69aea21cf0a1910c21c87fe49a9f47	Nuclear Power Plants except in drastic situations continue to run reliably for the whole day without any changes
fb1f0efd3b65592ed2a9141fc98b5873	emits no greenhouse gasses and is efficient
8f501bcdefc3caed1289f7fce3efa309	a clean, safe and reliable form of energy
8574fb9d0aa20f704712d678f5572566	Nuclear energy also helps to enhance [the] EU's security of energy supplies and it increases diversification of our energy sources and reduces our dependence on imported gas
59d2af27d96a72bd0e32a937c783214c	The increaseing costs of environment and safety regulations has increase manifold since the last spurt of nuclear energy
e3f2f0504cb80c05ce4058e710925bdf	nuclear energy operators are taking steps to strengthen flood defenses and cope with the loss of electrical power
b6e27177cc1a012c68cd033e6bd673b8	the nuclear energy life cycle is responsible for substantial emissions
6c095ebe610ffd9f360877ec88bf2af3	The fear of a repeat
acb67d67512f961435405b9788706fd2	there is also leakage of radiaoactive waste as it is dumped in rural settings
0b5e37b7bb750327c2a99b6fdd019261	nuclear looks to have more societal returns
daae5c89bf6e31f9d349fa9578cd4298	the NRC has not been well equipped to evaluate new designs
fa0b0b7b73af3da97c59258283010249	nuclear power is the only viable alternative to fossil fuels given rising energy consumption and the looming threat of global warming
178e7163286f5cbde88cbccfc51ffe53	nuclear power is simply too dangerous
c4fcf8e70f48159c6af0e7f52764cbe5	"""We can meet our future electricity needs and reduce global warming pollution without increasing our reliance on nuclear energy"
39147eff62e422fe68f08d49213a08a6	building 1,000 megawatts of advanced nuclear energy provides more than twice the amount of jobs than wind and six times more jobs than solar
8a653d4e5104f8ac328775f9dd6f7ae5	the greatest potential benefit accruing from nuclear energy is the availability of an almost endless and environmentally attractive source of power
83d48fe8dcf4f9801ebe22fd01b156f7	the application of nuclear and solar energy will grow in the future
9e12a423fe9d1236a0a85bb4bd2aa762	"nuclear energy's advantages as a ""stable and reliable"" source of energy, ""relatively free"" of price fluctuations"
