topic,stance,sentence
6,0,Climate change concerns and expensive oil call for a different mix of energy technologies
6,1,"The behavior of using fossil fuels, on the other hand, causes huge pollution, such as soil, water and atmosphere contamination"
6,0,"Ample supplies of water are essential to energy production, and water management is dependent on ample supplies of energy for water treatment and transportation"
6,0,"at the price of low emission, the improvement of efficiency is expensive and difficult"
6,1,concern about carbon dioxide emissions from fossil fuels
6,1,there are still many countries that depend on nuclear power for electricity generation
6,0,The radiations released from the nuclear plant stay suspended in the environment for years and it undoubtedly causes health hazards to the population living in its vicinity
6,0,the nuclear industry's rate of default on government loans is over 50 percent
6,0,Millions of people will die not only from the initial explosions of the nuclear bombs but also from the following nuclear fallout that will cause widespread radiation sickness
6,0,The Regulations for Nuclear Energy Power Plants are many and cumbersome due to the massive risks of a failure of a nuclear reactor
6,1,the jobs that will become available to build and maintain new power plants
6,1,it offers a scalable solution to reduce the carbon footprint of electricity generation
6,1,it generates energy at low costs
6,1,It is a form of energy that does not directly create air pollution
6,0,There are no short term effects that impact the environment
6,0,"once a threat occurs, it disturbs the environment forever"
6,0,This waste may be dangerous for thousands or hundreds of thousands of years
6,0,"nuclear energy is still not ""clean energy"
6,1,Nuclear power plants are relatively expensive to build and cheap to operate
6,0,"Long-term storage of these radioactive waste products, including isotopes of plutonium, iodine, and strontium, is a main concern with nuclear energy"
6,0,"Most of the opponents in the US also point at the fact that while most renewable energy source could render the US energy independent, uranium would still keep the country energy dependent as US would still have to import uranium"
6,1,Global demand for energy is expected to continue to increase
6,0,Chernobyl was a massive nuclear complex with poor construction and even poorer regulations by the Soviets
6,0,The spread of nuclear technology and nuclear weapons is a threat for national security and the safety of the entire planet
6,1,"If there is a high-quality, safe, long-term, and low-cost energy resource available to us, I see no reason not to pursue it"
6,0,nuclear energy may not be as economic as one might expect because the lifespan of a nuclear plant is only around 30 years
6,0,it has issues with after-use nuclear wastes disposal and the disclosure of aged facilities
6,0,Continued use of nuclear power could lead to more severe types of accidents with effects that can not be irreversible
6,0,to get the water needed to make steam there are filters in reservoirs of water that large animals could get trapped under and drown
6,1,The statistics shows that fossil fuel such as gas and oil is reaching the exhausted peak
6,1,the volume of greenhouse gas emissions prevented at nuclear power plants is equivalent to taking 96 percent of all passenger cars off America's roadways
6,0,The recent earthquake damage to at least one reactor in Japan has again highlighted the potential hazards of nuclear power in a dramatic way
6,0,Absence of data definitely does not mean absence of greenhouse gas emissions
